,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,pub_rec,revol_bal,revol_util,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mort_acc,pub_rec_bankruptcies,revol_bal_joint,inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,fico_avg_score,sec_cibil_score,credit_hist,sec_credit_hist,balance_annual_inc,sec_balance_annual_inc,inst_amnt_ratio,credit_line_ratio
583493,1,12.62,5,24,0.5,3,10.62135174,1,1,5,30.01,0,9.63541201,52,11.31448672,20.08,1,1,2,1,1,11,9.162409838,53,2,4,8.02486215,52,1,4,1,0,0,10.14234696,1,0,2,32.2,1,3,677,587,2253,3653,0.243902439,0.12195122,0.033512,0.434782609
583529,1,13.59,5,23,10,4,11.4616427,2,0,2,15.22,0,10.24491179,74.2,12.08391066,12.48,2,1,1,0,1,20,8.456593569,22,1,3,9.710327471,56,1,0,0,3,0,10.78797797,0,2,13,89,1,19,672,612,8309,8309,0.368421053,0.197740113,0.033978857,0.34375
583530,1,9.44,6,29,0.5,4,10.98530967,0,0,3,12.23,0,7.778630147,9.5,11.75979336,25.17,0,1,2,0,1,18,10.05599402,76,2,2,7.613818685,46,0,1,3,0,0,10.94813632,1,1,26,27.6,7,28,782,717,8189,7093,0.050847458,0.0234375,0.032006667,0.333333333
583534,1,7.97,7,30,0.5,4,10.59665973,2,0,2,25.71,0,9.296518068,42.2,11.87757552,16.8,2,0,1,0,0,48,8.943767263,45,0,0,8.869116866,43,2,0,0,1,0,10.03240833,0,3,12,47.4,3,24,732,707,7517,8674,0.75,0.208333333,0.031322667,0.571428571
583553,1,14.08,5,22,0.5,4,10.91510665,2,1,2,10.41,0,7.169350017,68.3,11.40757606,17.87,2,1,1,0,0,119,10.5003716,71.16996114,3,4,6.66057515,68,0,2,1,0,0,9.325898713,0,0,13,55.6,2,17,672,662,6209,4930,0.130909091,0.08,0.034216667,0.6
583571,1,11.99,6,25,0.5,3,10.76183132,2,0,8,22.66,0,8.906799884,17.1,11.49972877,25.51,2,3,3,0,1,17,9.948604311,58,3,6,6.779921907,36,0,0,0,0,0,10.14333088,6,0,22,80.7,1,22,787,637,2161,2800,0.105968125,0.050664721,0.03321,0.833333333
583584,2,9.44,6,29,0.5,4,10.93312483,1,0,3,40.89,0,9.740792137,59.4,12.25009432,23.6,2,0,3,0,1,24,11.11435652,49,1,2,8.98757175,56,0,0,0,0,0,10.7968576,1,0,20,43.5,10,22,742,742,7609,7609,0.214285714,0.057416268,0.020973333,0.363636364
583596,1,10.42,6,27,0.5,4,9.392745259,0,0,3,77.9,1,8.574518258,11.3,11.04133658,16.35,0,1,1,0,1,18,9.428511582,39,4,6,8.047829357,23,0,0,5,5,1,8.681859813,0,1,6,25.7,0,7,707,697,8705,7578,0.629166667,0.12099359,0.032464901,0.53125
583620,1,11.99,6,25,0.5,3,10.5443146,1,1,2,30.93,0,9.731987234,74.5,11.47419503,16.77,2,0,2,0,2,22,8.643473357,48,0,1,7.9683195,65,1,1,1,0,0,10.30604845,0,0,7,81.1,1,6,702,632,5905,1765,0.379346681,0.14968815,0.033209722,0.8
583627,1,16.02,5,20,1,3,9.852246888,0,1,2,72.71,1,8.45914026,23.6,11.14187628,21.9,0,3,3,1,1,1,10.89533093,85,2,2,7.943072717,70,2,1,8,0,1,8.473032296,1,0,6,24.3,3,3,667,587,5844,2769,0.315789474,0.086956522,0.035168333,0.428571429
583645,2,16.02,5,20,0.5,5,11.3504183,1,0,2,14.85,0,9.567315271,41.3,11.84223641,18.49,2,0,3,0,2,18,10.4337628,76,0,1,9.135940049,61,2,6,0,3,0,10.48315804,0,3,21,17.7,2,25,682,692,5448,4626,0.440294118,0.269244604,0.024328925,0.457142857
583648,1,29.69,2,8,0.5,4,10.27508559,2,0,2,71.9,0,9.242517104,54.6,11.73607702,26.31,2,2,2,1,2,4,11.09312814,75,2,6,7.61283103,67,6,0,11,0,0,10.23652533,2,1,16,60.7,4,12,672,632,4748,6148,0.344827586,0.08,0.042282,0.882352941
583670,2,9.44,6,29,0.5,4,10.91510665,0,1,1,25.17,0,8.564839845,46.8,11.51293546,22.15,0,0,2,1,1,12,10.47525775,71,0,0,8.156510226,67,0,5,1,2,0,10.55973732,0,2,8,74.5,1,8,762,667,5022,5267,0.392727273,0.216,0.020972685,0.217391304
583708,1,10.91,6,26,0.5,3,10.58458746,1,1,2,34.71,0,8.697846691,43.4,11.54752977,18.93,1,0,3,1,1,10,11.00061541,68,1,1,8.621192781,61,2,1,4,0,0,10.0943145,1,1,12,48.7,1,16,742,677,6178,3896,0.708502024,0.270479134,0.032696429,0.318181818
583740,1,11.99,6,25,10,4,10.8955349,1,0,2,44.04,0,9.868274797,63.1,11.35369524,28.58,2,1,4,2,4,2,11.27375415,85,0,1,9.611663581,78,5,4,14,3,0,10.61653539,2,3,11,63.9,4,11,712,712,5053,4049,0.07416472,0.046904865,0.03321,0.323529412
583756,2,9.93,6,28,0.5,4,12.07254697,0,0,2,4.03,0,8.090095783,25.1,12.50618094,6.3,0,1,1,0,0,31,9.453286551,53,1,2,3.295836866,43,0,0,2,4,0,10.04198783,1,4,14,65.7,1,26,792,652,7427,5571,0.114285714,0.074074074,0.021213,0.222222222
583802,1,9.44,6,29,0.5,5,10.1266711,1,0,5,25.4,0,8.385716829,18.4,11.69525536,17.29,1,0,2,0,0,78,12.01094545,13,2,2,8.385716829,18,0,1,4,2,0,10.41924101,0,4,7,99.4,3,8,712,652,5783,4079,0.2,0.041666667,0.032006,0.2
583803,1,14.08,5,22,0.5,5,9.483492393,2,1,2,21.55,0,8.759354749,61.2,10.68713792,18.83,2,2,0,0,0,116,0,71.16996114,2,3,7.893945138,61,1,0,1,0,0,10.05393137,0,0,10,84.9,0,13,667,642,5632,4230,0.761035008,0.22837307,0.034217,0.6
583808,1,20,4,16,7,5,10.66897865,2,1,2,27.27,0,9.656755466,97.1,11.37367489,23.24,2,0,2,0,2,15,8.879889968,54,0,0,8.535818656,77,0,0,0,0,0,10.61373764,0,0,7,100.4,2,10,672,637,4414,4595,0.209302326,0.103448276,0.037164444,0.8
583814,1,5.32,7,34,2,4,11.33858398,1,0,3,11.27,0,7.759614151,2.7,12.18587504,5.21,1,2,13,0,1,14,11.5234202,101,1,4,7.751045118,55,2,0,5,1,0,9.497247144,0,1,3,3.7,0,3,762,752,4748,792,0.476190476,0.204081633,0.030115,0.705882353
583854,1,16.02,5,20,0.5,3,10.16589028,2,0,2,29.87,1,8.780941114,50.4,10.82029815,28.16,2,1,1,0,0,56,8.748622322,27,1,1,8.374707543,35,0,1,0,0,1,9.079889943,0,0,7,51.1,3,6,682,672,2710,9893,0.769230769,0.3998001,0.035167,0.833333333
583862,1,20,4,16,1,4,11.28979441,2,0,2,40.6,0,9.553788222,59,11.82041752,26.69,2,2,4,2,6,3,11.95627064,71.16996114,2,6,9.01225522,59,3,10,9,7,0,9.920147993,0,5,18,70.5,4,14,662,637,5175,4140,0.225,0.132352941,0.037163889,0.371428571
583865,2,18.06,4,18,0.5,3,11.08215793,0,0,2,13.81,0,9.48181684,85.2,12.15478461,12.31,0,1,1,0,0,41,9.059866259,33,1,2,8.963928194,53,1,0,1,0,0,10.75975223,0,0,13,92,2,15,672,652,5479,6544,0.369230769,0.126315789,0.02542625,0.25
583874,1,13.59,5,23,0.5,5,9.615872145,0,0,1,22.43,0,8.15536212,55.3,10.95082409,24.67,0,0,1,0,0,32,7.652070746,50,1,2,7.860185057,53,0,0,1,1,0,9.984791004,3,2,10,92.4,3,8,677,607,14549,4992,0.44,0.115789474,0.033980303,0.2
583896,2,26.3,3,10,0.5,3,9.349841411,1,1,2,67.95,0,8.470101584,53,11.31244808,34.74,1,1,1,1,2,5,10.25449647,96,0,1,7.803843304,86,0,0,1,0,0,10.13408327,6,0,17,83.6,0,18,712,562,8158,2983,0.974251914,0.136864101,0.03011875,0.214285714
583938,1,21.45,4,15,0.5,4,10.89675784,1,0,2,12.11,0,7.118016204,23.3,11.57120381,14.45,2,3,1,0,1,13,9.867393945,84,3,7,6.073044534,73,4,0,11,2,0,8.319229939,2,1,24,40.4,18,5,682,627,5448,5083,0.133333333,0.067924528,0.037906944,0.818181818
583947,2,16.02,5,20,0.5,3,10.64544871,1,1,5,23.51,0,6.957497371,7.6,11.56172515,15.75,1,2,4,2,2,1,10.19241884,61,1,1,6.56667243,48,0,4,1,2,0,9.858385579,1,0,6,95.8,3,11,737,587,6118,6148,0.380952381,0.152380952,0.02432875,0.45
583953,1,11.99,6,25,0.5,4,11.40757606,0,0,2,11.77,0,8.200013648,56,11.51293546,14.03,0,0,2,2,2,10,10.29350056,65,1,1,0,64,0,4,1,4,0,9.244451902,0,2,12,75.4,1,15,702,672,9162,9162,0.233333333,0.21,0.03321,0.4
583974,1,16.02,5,20,0.5,4,10.59665973,2,0,2,15.07,0,8.099554282,44.5,11.33858398,8.32,2,0,1,0,0,25,9.926813378,83,1,3,7.46221494,74,1,2,6,0,0,8.681859813,0,0,7,46.7,1,10,667,627,4018,3714,0.15,0.071428571,0.035168333,0.333333333
583997,2,15.05,5,21,10,4,10.04329297,1,0,3,65.4,1,8.625688788,66.3,11.38510346,22,1,0,3,1,3,11,10.65648258,62,0,2,7.889084407,63,1,0,1,3,1,9.749928364,1,2,8,58.9,2,6,692,692,4961,4961,0.695652174,0.181818182,0.02381625,0.538461538
584039,1,16.02,5,20,0.5,4,11.22525673,2,0,2,10.69,1,8.487764381,18.1,11.69525536,14.01,2,2,1,1,3,1,10.61282791,71.16996114,1,5,7.416979621,18,2,5,4,1,1,9.514584533,1,0,20,20.5,2,31,702,727,4717,4230,0.32,0.2,0.035167083,0.44
584084,2,16.02,5,20,0.5,4,9.210440367,0,0,2,50.18,1,8.270269111,55.8,10.87806606,11.98,0,0,5,2,5,10,10.53475933,93,2,3,7.651595574,87,0,5,2,1,1,8.929964875,0,1,3,55.7,1,5,662,632,5175,6697,1.12,0.211320755,0.024329464,0.307692308
584115,1,16.02,5,20,8,4,11.40757606,2,0,2,9,0,9.729967152,40.4,11.6526961,9.82,2,3,1,1,1,8,8.626585568,91,3,5,8.737933858,47,4,0,6,2,0,9.77497213,1,1,8,66.5,2,9,662,622,10897,5905,0.253333333,0.19826087,0.035167105,0.785714286
584132,1,19.03,4,17,0.5,5,10.30898599,1,1,2,12.4,0,8.853379673,74.5,11.37367489,13.07,1,0,1,0,0,47,7.305188215,78,0,0,7.884952946,75,0,0,0,0,0,10.23135141,0,0,3,48.9,0,16,662,557,1614,4199,1.015,0.35,0.036671264,0.666666667
584144,2,30.84,1,3,0.5,3,10.79959599,2,0,2,29.37,1,8.783242964,36.2,11.59911234,19.89,2,3,3,3,4,5,12.17284156,94,4,8,7.593877845,76,1,1,5,2,1,10.19950975,0,0,8,86.4,3,7,667,647,5541,3165,0.587755102,0.264220183,0.032871528,0.333333333
584152,2,26.3,3,10,0.5,4,9.581972892,1,0,1,22.35,0,8.810907036,40.6,10.65728288,8.53,1,0,1,0,1,19,8.00836557,66,1,3,7.995643604,46,1,1,1,1,0,9.203215047,0,1,6,45.1,1,4,667,672,1826,1826,1.103448276,0.376470588,0.03011875,1
584167,1,7.35,7,31,0.5,4,11.91839724,1,0,2,19.63,0,12.15453722,97.1,12.52453001,15.95,1,1,1,0,0,35,9.924172144,87,1,1,9.941890624,94,0,3,0,4,0,11.61701517,0,4,12,67.9,1,27,682,682,6728,5691,0.266666667,0.145454545,0.0310375,0.466666667
584187,1,9.44,6,29,0.5,4,10.85901823,1,0,8,12.67,0,7.459338895,56,11.40757606,11.29,2,0,1,0,0,27,9.789982852,71,0,0,0,69,0,0,3,2,0,9.188094763,1,2,9,41.3,1,9,737,647,8523,8523,0.288461538,0.166666667,0.032005333,0.333333333
584221,2,30.89,1,2,0.5,4,10.49130199,2,1,2,35.9,0,9.294037931,65.5,11.38510346,19.38,2,3,2,1,3,11,9.742673052,72,3,5,7.80016307,69,8,6,6,3,0,10.09344654,3,3,10,82.3,2,7,677,632,7458,1280,0.777777778,0.318181818,0.0329025,0.590909091
584238,1,7.35,7,31,0.5,4,10.81979828,0,0,2,24.56,0,9.15408743,25.1,11.40757606,15.44,0,0,4,0,2,16,9.77463093,48,2,3,8.912742635,36,0,4,1,1,0,9.745077816,0,1,8,31.4,3,4,767,747,5418,1673,0.2,0.111111111,0.031038,0.545454545
584315,2,20,4,16,0.5,3,11.44036552,1,1,2,15.25,0,8.603554357,60.6,11.89819467,10.24,1,1,4,0,0,30,11.20181099,120,1,2,8.477828468,109,0,0,0,0,0,9.034080407,1,0,2,96.7,0,2,677,607,2526,609,0.301075269,0.19047619,0.026493929,1
584317,2,18.06,4,18,0.5,4,10.43414521,2,0,2,22.84,0,7.777373603,46.8,11.12727769,13.08,2,2,1,0,3,13,9.698061122,88,3,5,6.767343125,79,0,11,1,2,0,9.038246335,0,2,5,68.1,1,8,662,637,4171,4171,0.441176471,0.220588235,0.025426667,0.285714286
584339,1,9.93,6,28,0.5,3,9.392745259,1,0,1,97.5,0,9.29320985,59.4,11.12727769,19.01,1,3,4,1,5,5,10.00536702,67,4,5,8.121480375,64,0,0,4,0,0,9.354094336,1,0,8,72.6,1,8,672,667,5875,4656,0.75,0.132352941,0.032234444,0.47826087
584346,1,7.97,7,30,3,4,10.89675784,0,0,2,26.33,0,9.52493211,93.8,11.32056569,17.24,0,1,2,0,0,27,9.655795128,46,1,1,9.317938383,61,1,2,6,2,0,9.744140059,0,2,4,79,0,15,667,662,8919,8919,0.266666667,0.174545455,0.031322917,0.461538462
584355,2,9.44,6,29,10,3,11.60824474,0,0,2,19.98,0,10.24370278,57.6,11.91839724,15.36,0,0,2,0,1,18,10.23257545,51,0,0,9.654192512,54,1,0,0,2,0,10.41622135,0,1,8,54.8,1,10,717,692,6848,8340,0.318181818,0.233333333,0.020972571,0.571428571
584441,1,13.59,5,23,7,5,10.71443999,1,0,2,51.2,0,10.51025952,61.7,11.50288523,31.1,2,0,11,0,1,22,11.98400976,102,0,2,9.108529106,91,0,3,0,0,0,10.71705872,0,0,11,82.4,5,9,677,677,5997,5418,0.666666667,0.303030303,0.033979,0.425531915
584443,1,15.05,5,21,0.5,4,11.3504183,0,0,2,26.13,0,10.1509334,68.7,12.36734505,10.56,0,1,3,3,6,2,11.21365652,68,0,2,0,68,1,17,2,3,0,10.80464434,0,3,7,74.6,3,16,742,727,6483,6483,0.058823529,0.021276596,0.03469,0.209302326
584458,1,18.06,4,18,5,3,10.04329297,1,0,2,42.54,0,6.047372179,26.4,11.11246282,24.13,2,2,3,2,3,3,10.61832284,92,1,3,5.572154032,89,8,1,14,0,0,8.88765269,0,0,7,62.4,2,6,672,617,3379,3195,0.608695652,0.208955224,0.036182857,0.5
584459,2,16.02,5,20,10,4,11.3621142,1,1,1,24.3,0,10.03736264,74.5,11.78296024,18.15,1,0,4,1,2,11,11.17205356,42,2,2,9.116469156,53,0,0,0,1,0,10.24572883,0,1,10,68.6,2,14,662,652,5966,5966,0.279069767,0.183206107,0.02432875,0.571428571
584539,1,12.62,5,24,6,4,11.15626481,1,0,2,28.29,0,9.165865882,87.7,11.31448672,29.52,1,3,4,2,2,1,10.87098458,82,2,2,7.439559309,83,4,2,4,2,0,10.4697668,1,1,8,64.1,3,19,662,647,7823,3745,0.214285714,0.182926829,0.033511333,0.304347826
584581,2,16.02,5,20,10,4,10.60908194,2,1,2,31.29,0,9.528066566,75.9,11.01700487,23.57,2,0,2,0,1,13,10.14545286,82,0,0,8.98757175,80,1,1,1,0,0,9.815148021,0,0,4,81.3,1,5,682,652,7731,3044,0.49382716,0.328407225,0.024329,0.533333333
584684,1,20,4,16,0.5,3,10.34177474,1,1,2,16.57,0,8.232971791,76.8,10.95082409,24.65,2,1,1,1,1,5,9.167745974,93,0,1,7.149131599,88,0,1,0,0,0,9.942131176,0,0,7,92.3,2,5,687,617,6301,3256,0.161290323,0.087719298,0.037164,0.5
584713,2,16.02,5,20,5,4,11.24505909,1,0,2,40.09,0,10.75306139,69.6,12.43121819,16.61,1,1,8,0,0,42,11.04253776,85,2,3,9.458605712,78,0,0,1,3,0,11.21375094,4,3,18,68.6,1,25,702,612,6606,3865,0.45751634,0.139720559,0.024328857,0.684210526
584770,2,19.03,4,17,0.5,4,10.81979828,2,0,10,19.85,1,9.402777263,31.1,11.6526961,14.41,2,0,1,0,0,46,8.834191318,30,2,4,7.685703061,31,0,0,1,1,1,9.752664663,0,3,8,36.3,2,6,722,732,6331,3987,0.75,0.326086957,0.025957067,0.714285714
584836,1,5.32,7,34,5,3,10.81979828,0,0,2,21.96,0,9.029777268,30.9,11.3504183,15.02,0,0,7,0,1,21,10.21255189,79,0,0,8.627660644,58,0,0,0,0,0,9.740909798,0,0,7,32.5,2,6,727,722,2679,4779,0.33,0.194117647,0.030115152,1
584894,1,11.99,6,25,10,4,11.18443529,0,0,8,25.55,0,8.626047596,65.6,11.18515724,25.53,0,1,5,0,2,14,12.2187618,70,2,5,7.044905117,69,1,0,4,4,0,9.888830663,0,4,5,2.5,2,7,667,647,7792,6117,0.069444444,0.069394326,0.03321,0.363636364
584960,1,16.02,5,20,0.5,4,10.54536775,0,0,2,27.16,0,7.534228326,55,11.26447693,18.55,0,3,7,1,3,12,11.15130976,105,2,5,6.762729507,102,5,1,7,2,0,9.185740255,1,2,10,80.7,1,7,677,617,6848,6848,0.526315789,0.256410256,0.035167,0.342857143
584967,1,12.62,5,24,10,4,10.58458746,1,0,2,41.21,1,9.763190467,56.2,11.6474651,24.21,1,2,2,0,1,18,9.880270101,23,5,5,8.092545264,43,0,5,1,1,1,10.59675973,0,1,20,51.6,3,18,692,667,2649,6301,0.88562753,0.305944056,0.033511429,0.652173913
585055,1,14.08,5,22,5,4,11.22525673,0,0,2,35.71,0,10.07899427,57.9,11.86358938,29.12,0,1,7,0,0,28,11.11768788,57,1,2,9.002577923,57,1,2,1,2,0,10.76819021,0,2,23,76.5,17,7,717,687,4352,4748,0.106666667,0.056338028,0.0342175,0.384615385
585135,2,15.05,5,21,2,4,10.59665973,1,1,2,40.29,0,9.636914443,68.1,11.77529742,27.67,1,0,3,3,6,7,10.19939818,82,0,0,7.522400231,76,0,6,0,5,0,10.93759687,1,5,27,65.2,13,18,717,707,6606,6270,0.36,0.110769231,0.023816667,0.333333333
585136,1,19.03,4,17,0.5,3,10.16589028,2,1,11,36.1,0,9.010424947,52.1,10.83960052,33.06,2,0,2,1,1,7,9.380083147,73,0,0,7.619233416,63,0,0,1,0,0,9.556055476,2,0,8,99,5,7,662,547,2100,5022,0.313461538,0.159803922,0.036672393,0.615384615
585171,1,14.08,5,22,0.5,4,11.98293534,2,0,3,12.32,0,10.03736264,76.2,12.30138737,19.17,2,1,1,1,2,3,10.74108134,71.16996114,1,1,9.445017159,76,1,0,4,2,0,10.96688709,0,0,18,78.6,5,19,702,662,5357,5752,0.0490625,0.035681818,0.034216561,0.411764706
585176,1,16.02,5,20,0.5,4,10.38902614,1,0,2,50.04,0,8.230843564,49.4,11.43497473,25.34,1,1,2,1,2,4,11.73180393,66,1,4,7.970394907,62,0,1,2,0,0,10.10295298,0,5,10,92.9,2,11,672,667,6422,6697,0.769230769,0.27027027,0.0351672,0.5625
585189,2,19.03,4,17,0.5,5,10.30898599,2,1,2,9.44,0,8.806723555,62.4,11.40757606,20.87,2,1,0,0,0,28,0,71.16996114,3,4,8.232440158,62,0,0,4,1,0,10.17385814,3,1,15,61.1,4,24,682,652,1522,1979,1.166666667,0.388888889,0.025957143,0.461538462
585205,2,15.05,5,21,0.5,4,10.912321,1,0,2,69.76,0,10.66387273,57.8,12.12186461,27.97,1,1,2,0,0,46,10.80626742,71.16996114,0,0,9.52908497,58,1,3,1,4,0,11.53964529,0,4,15,58.5,3,13,712,692,5813,9984,0.53330173,0.159099686,0.02381641,0.608695652
585210,1,10.91,6,26,0.5,4,10.64544871,1,0,8,25.29,0,8.409385239,34.3,10.89675784,29.02,1,1,2,2,3,2,10.40780202,89,2,2,8.10952566,75,1,0,3,1,0,9.189423124,0,1,10,56,3,14,782,787,14944,14944,0.094047619,0.073148148,0.032696203,0.466666667
585236,2,25.82,3,11,10,4,11.70355409,2,0,2,15,1,9.860893155,54.6,12.07824496,24.83,2,4,4,2,4,5,10.65784742,85,3,5,8.655562861,72,1,4,2,4,1,11.08565943,4,2,24,28.3,6,21,692,682,13149,3469,0.247933884,0.170454545,0.029834,0.487804878
585255,2,14.08,5,22,0.5,4,11.60824474,1,0,1,6.33,0,10.01980284,46,12.34583894,7.58,1,0,0,0,0,26,0,71.16996114,0,1,8.847503626,46,0,0,0,5,0,10.89727622,0,5,13,74.3,0,27,722,692,7578,4564,0.363636364,0.173913043,0.02330975,0.314285714
585380,2,30.65,2,6,0.5,3,10.62135174,1,1,2,12.44,0,8.819665349,37,11.30221678,24.33,1,0,1,1,1,9,8.808668062,74,0,2,8.344267356,49,1,2,2,0,0,9.787515376,1,0,13,83.8,3,11,677,632,1949,3045,0.390243902,0.197530864,0.032754375,0.588235294
585385,1,20,4,16,3,3,10.62135174,2,1,2,25.06,0,9.157256001,70.8,11.01864554,17.33,2,1,2,2,2,9,10.1732093,92,2,3,8.474911799,85,0,0,2,0,0,9.806921585,0,0,2,74.5,0,3,667,587,1249,1249,0.195121951,0.131147541,0.03716375,0.888888889
585437,1,14.08,5,22,8,4,11.47211389,1,0,2,47.63,1,9.842303399,63.3,11.98293534,32.89,1,2,8,3,6,4,11.37170746,64,0,0,8.906799884,64,1,0,2,2,1,11.07299313,0,2,10,45.3,3,7,702,697,10196,2800,0.0625,0.0375,0.034216667,0.677419355
585439,1,10.42,6,27,0.5,4,11.38510346,0,0,2,12.25,0,10.19346698,49.8,12.08954445,14.2,0,3,1,1,1,5,10.28895401,97,3,4,8.97525075,67,0,1,1,5,0,10.8045225,0,8,21,42.7,2,24,682,682,8827,8827,0.147727273,0.073033708,0.032465385,0.538461538
585452,1,7.07,7,33,10,4,11.08215793,0,0,3,1.29,0,6.282266747,0.5,11.60824474,5.68,0,2,0,0,0,130,0,71.16996114,4,8,6.194405391,1,1,0,2,5,0,9.166701915,0,5,9,0,1,14,832,817,9497,10897,0.123076923,0.072727273,0.03091,0.386363636
585454,1,10.42,6,27,0.5,4,10.65728288,2,0,1,13.19,1,6.818924065,15.8,11.28578644,17.24,2,1,4,1,1,5,10.39958525,100,1,1,5.420534999,87,3,0,4,1,1,9.127610724,0,0,8,60.1,2,10,682,682,5145,5236,0.247058824,0.131777108,0.032464762,0.470588235
585491,2,26.3,3,10,8,4,10.83960052,1,1,2,40.71,0,9.90628364,40.5,11.5228857,33.45,1,0,7,1,2,9,10.51246477,62,0,1,8.827468113,52,1,3,0,2,0,11.18725073,4,2,21,53.2,3,24,762,682,5571,8613,0.332352941,0.167821782,0.030118584,0.666666667
585514,2,16.02,5,20,10,4,11.33858398,1,1,2,15.11,0,10.54828447,100.3,11.93819974,14.49,1,1,5,0,0,114,8.11939859,19,0,0,9.412464556,74,0,0,1,6,0,10.77555468,0,6,20,94.1,12,8,697,697,5479,5479,0.476190476,0.261437908,0.02432875,0.5
585561,2,9.44,6,29,10,4,11.5228857,0,0,2,16.27,0,10.20225792,43.8,12.05525557,14.8,0,0,2,1,1,11,10.31387386,68,0,1,9.40162167,54,0,1,2,4,0,10.50012383,0,4,12,58.9,2,14,727,702,5022,7336,0.237623762,0.139534884,0.020972917,0.529411765
585576,2,26.3,3,10,0.5,4,9.998843186,0,0,2,22.8,0,8.856091055,59,11.58989577,7.08,0,2,1,0,2,21,9.860580052,79,2,3,0,73,2,2,3,4,0,9.038840054,1,5,6,73.7,1,8,662,652,7548,8370,0.545454545,0.111111111,0.030118333,0.216216216
585639,2,20,4,16,0.5,4,11.54249398,0,1,1,23.4,0,10.1712985,94,12.16525586,13.92,0,1,3,1,2,3,10.75209884,82,1,4,9.067162602,88,2,2,6,1,0,10.84009059,0,1,10,94.4,2,9,667,662,4018,4018,0.242718447,0.130208333,0.026494,1
585665,2,21.45,4,15,0.5,4,10.77897712,1,1,2,21.68,0,7.886081402,40.9,11.74404512,14.01,2,2,3,2,4,1,11.48912445,24,0,0,0,27,2,1,5,2,0,9.621853819,0,0,8,90.7,4,7,662,587,5448,6391,0.208333333,0.079365079,0.027308,0.206896552
585706,2,10.42,6,27,0.5,4,11.44036552,2,0,2,4.8,0,9.762730115,41.2,12.14950759,14.9,2,0,0,0,0,70,0,71.16996114,0,1,9.491073355,41,0,0,0,1,0,11.19555365,1,1,10,96.7,3,12,742,682,4352,5387,0.387096774,0.19047619,0.021454444,0.6
585758,1,5.32,7,34,2,3,10.85901823,0,0,2,13.89,0,9.522300337,36,11.28478193,9.34,0,0,1,0,1,22,8.174421153,18,0,0,9.015905747,30,1,0,0,0,0,9.543091408,0,0,6,1.4,0,12,762,692,5691,5448,0.115384615,0.075376884,0.030115,0.7
585765,1,25.82,3,11,0.5,5,9.488047863,1,0,2,4.73,0,7.562161631,20,10.88183247,5.89,2,0,0,0,1,19,0,71.16996114,0,0,7.351158226,20,0,0,0,0,0,8.888894669,2,0,4,90.9,1,13,747,582,4687,5083,1.409090909,0.34962406,0.040195161,0.625
585777,1,10.42,6,27,0.5,4,11.57120381,0,0,3,30.49,0,8.91918561,8.5,11.65789989,30.8,0,1,4,1,3,7,12.69888296,87,1,1,7.75319427,45,0,10,3,4,0,9.817493839,0,4,16,12.4,6,17,827,817,9893,12084,0.158254717,0.145112457,0.032464978,0.358974359
585786,1,19.03,4,17,0.5,4,11.12727769,1,1,2,45.13,0,9.461954755,72.2,11.75979336,26.96,1,0,7,2,6,11,11.36198629,74,0,0,8.881558489,73,0,9,1,3,0,10.77230925,1,2,15,94.5,10,6,717,592,3896,2983,0.352941176,0.1875,0.03667125,0.448275862
585796,1,11.99,6,25,10,4,11.75195024,1,0,1,10.02,0,8.805075244,82.3,12.02575508,16.71,2,2,2,1,1,1,10.88965876,12,3,3,7.835579247,61,1,4,4,2,0,10.09419055,1,2,18,55.7,3,18,667,642,4536,4291,0.196850394,0.149700599,0.0332096,0.333333333
585803,1,16.02,5,20,2,4,10.91510665,1,0,8,25.31,0,9.176473302,25.6,11.40757606,27.81,1,1,1,0,1,14,9.17781718,65,4,7,7.945555428,37,1,1,5,2,0,10.23390579,2,0,14,38.2,2,14,682,697,8370,4261,0.641818182,0.392222222,0.035167139,0.5
585813,2,30.99,1,0,0.5,4,11.11246282,0,1,10,35.29,1,9.38303238,57.4,12.14733593,14.12,0,0,2,0,1,21,10.9673531,71.16996114,0,3,7.737180078,57,0,0,1,0,1,9.722804652,1,1,7,71.3,1,6,662,652,6606,4353,0.447761194,0.159075243,0.032964333,0.75
585817,1,16.02,5,20,10,4,10.30898599,1,0,2,20.02,0,9.098402719,29.6,11.40757606,16.87,1,2,1,0,1,13,9.601097851,97,3,8,8.184234774,52,1,1,1,0,0,10.20374028,2,0,9,31.3,1,8,692,682,8523,731,0.666666667,0.222222222,0.035167,0.9
585842,1,9.44,6,29,0.5,4,9.798182591,0,0,2,27.6,0,8.809713541,52.3,10.38594457,17.52,0,1,1,0,0,31,8.676075516,56,0,1,8.729397123,54,0,0,2,1,0,9.05134464,1,0,8,34,1,9,722,722,1734,2435,0.444444444,0.24691358,0.032005,1
