,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,pub_rec,revol_bal,revol_util,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mort_acc,pub_rec_bankruptcies,revol_bal_joint,inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,fico_avg_score,sec_cibil_score,credit_hist,sec_credit_hist,balance_annual_inc,sec_balance_annual_inc,inst_amnt_ratio,credit_line_ratio
2089495,1,23.88,3,13,0.5,3,10.46313191,1,0,8,30.92,0,9.79003886,63.8,11.19822842,16.93,1,1,2,1,2,6,9.30710404,61,0,1,8.873047799,63,0,1,0,0,0,10.15987244,6,0,6,29.2,1,5,692,702,1918,1979,0.16,0.076712329,0.039171429,0.666666667
2089496,2,15.05,5,21,0.5,4,10.95920974,2,1,3,21.04,0,2.302585093,0.1,11.5325418,15.45,2,2,3,3,3,2,11.06743492,92,1,1,2.302585093,64,2,1,5,2,0,7.628517627,1,0,8,58.5,1,7,722,637,14368,8493,0.521920668,0.294175328,0.023816333,0.333333333
2089510,2,25.82,3,11,10,4,11.69525536,0,1,2,20.01,0,10.01975833,76.9,11.81303746,23.7,0,1,3,1,2,3,10.96325506,72,0,1,7.519149958,75,1,5,2,6,0,10.6644102,2,0,14,73.6,2,14,702,687,3837,2040,0.083333333,0.074074074,0.029834,0.296296296
2089524,1,10.91,6,26,10,3,10.75792416,1,0,2,14.25,1,5.857933154,5.2,11.5327379,14.25,1,2,5,5,7,3,10.29731858,87,2,2,0,74,2,2,3,0,1,10.42842316,2,1,10,62.7,2,12,722,657,4141,8281,0.180851064,0.083333333,0.032696471,0.382352941
2089532,1,9.93,6,28,7,4,10.96821553,1,0,2,40.7,0,9.745253547,64.7,11.5228857,37.6,1,2,13,2,2,9,11.51813189,84,2,3,8.486321528,79,2,0,3,3,0,10.27163148,0,1,23,90.4,17,6,677,587,5571,4628,0.137931034,0.079207921,0.032235,0.5
2089592,2,18.06,4,18,10,4,11.87757552,0,0,2,16.43,0,10.00025122,81,12.58883192,15.96,0,1,2,0,1,15,11.50226888,49,1,3,8.283746747,63,3,2,5,2,0,11.09878786,0,5,18,65.4,4,20,687,672,5997,11841,0.277777778,0.136395875,0.02542625,0.52173913
2089594,1,13.59,5,23,4,3,10.59665973,2,0,5,15.81,0,9.88547632,75.3,12.10071769,9.85,2,2,0,0,0,65,0,71.16996114,3,4,8.849800827,75,1,0,3,3,0,10.21848076,1,3,10,52,3,16,662,672,5663,5663,0.2125,0.047222222,0.03398,0.421052632
2089597,1,12.62,5,24,10,5,11.28979441,0,0,2,6.83,0,9.715469803,52.8,11.66135409,15.61,0,1,0,0,0,98,0,71.16996114,2,3,8.888342869,53,0,0,1,1,0,10.36034262,0,0,9,75.9,1,15,747,647,9985,3106,0.1875,0.129310345,0.033511333,0.533333333
2089638,1,7.35,7,31,5,5,11.4616427,1,0,0,2.51,1,7.060476366,11.1,11.81747203,8.07,1,0,2,1,1,9,8.479906607,45,0,0,6.950814768,28,0,1,2,1,1,9.678279371,2,1,7,37.9,4,16,687,582,14276,5510,0.063157895,0.044247788,0.031038333,0.318181818
2089672,2,9.93,6,28,8,4,11.42146785,0,0,2,24.37,0,9.102643797,64.1,11.95927657,23.03,0,0,5,1,2,8,11.52447847,81,0,0,8.553332238,76,3,5,2,3,0,10.3109174,0,3,18,50.9,6,16,747,722,5084,5084,0.219156467,0.127992628,0.021213,0.4
2089673,1,17.09,4,19,5,4,11.00211651,1,0,1,28.5,0,9.611864391,95.2,11.40757606,19,0,0,4,1,3,8,11.30864047,64,1,4,8.840290669,73,4,0,2,2,0,10.04866956,0,0,1,91.6,0,2,717,602,6423,3714,0.08,0.053333333,0.035697917,0.333333333
2089674,2,12.62,5,24,0.5,3,10.16589028,2,1,0,21.93,0,7.434257382,13.5,10.93312483,10.71,2,1,5,0,1,23,10.06734808,85,2,2,7.003974137,63,1,0,1,0,0,7.434257382,0,0,1,87.4,0,1,757,662,2983,396,0.461538462,0.214285714,0.022559167,0.571428571
2089710,1,21.45,4,15,0.5,3,10.81979828,2,1,2,12.87,0,9.611931319,32.1,11.49273296,32.88,2,2,1,1,1,1,9.210440367,100,2,9,8.397282895,44,0,5,2,0,0,10.75956108,0,0,17,102.8,2,19,697,542,3410,3623,0.3,0.153061224,0.037906667,0.590909091
2089756,1,26.3,3,10,0.5,3,10.46313191,2,1,2,29.42,0,9.631416328,54.4,11.72804491,31.98,2,0,1,0,2,24,9.066931789,81,0,2,8.378160983,62,0,0,0,0,0,10.60982239,2,4,7,91.3,3,8,712,607,8220,8432,1,0.282258065,0.040450857,0.666666667
2089759,1,13.59,5,23,0.5,5,10.91510665,1,0,3,4.1,0,8.469682209,26,11.19822842,3.09,2,0,0,0,0,45,0,71.16996114,0,2,8.45914026,26,0,2,1,1,0,8.469682209,0,0,2,50.7,0,7,712,722,4263,4049,0.654545455,0.493150685,0.033978889,0.333333333
2089766,2,18.06,4,18,0.5,3,11.40757606,1,1,2,28.71,0,10.2450184,72.5,12.01370681,15.86,0,1,5,0,1,18,10.71641577,59,2,3,9.166492972,63,0,2,2,0,0,10.47330824,0,0,9,92.7,2,11,707,607,3806,4656,0.444444444,0.242424242,0.02542625,0.6
2089776,2,17.09,4,19,4,4,10.27921484,1,0,1,59.48,0,8.675392806,19.7,11.40133447,28.51,1,0,7,0,2,18,10.94642856,87,0,5,8.32700074,66,1,2,2,0,0,10.35818717,0,4,13,56.6,4,14,692,692,4353,5936,1.098901099,0.357781753,0.02490125,0.527777778
2089830,2,16.02,5,20,1,4,11.91839724,0,0,2,12.82,0,9.578172839,86,12.25486757,10.65,0,2,3,1,4,6,9.791438049,47,1,4,7.70391021,59,1,0,3,3,0,10.12551048,0,1,12,93.4,3,17,667,647,5844,5844,0.083333333,0.05952381,0.0243288,0.382352941
2089855,1,6.08,7,33,10,4,11.08215793,0,0,2,13.88,0,9.94059064,26.3,11.84940484,8.87,0,2,1,2,2,7,9.964253341,71.16996114,1,1,9.823578169,26,3,3,2,3,0,9.94059064,1,5,7,26.3,1,10,767,762,7032,6848,0.384615385,0.178571429,0.0304584,0.615384615
2089893,1,12.62,5,24,5,4,8.853808275,1,0,1,92.45,0,8.834045641,80.7,11.03490579,22.9,1,3,2,3,3,3,9.438192819,97,1,1,8.494538501,91,0,1,1,2,0,10.1721397,0,6,7,75.6,2,8,707,702,5328,5328,2.057142857,0.232258065,0.033511806,0.666666667
2089904,1,7.35,7,31,7,4,10.30898599,1,1,2,3.48,0,7.765569081,6.9,11.31448672,21.63,1,0,0,0,0,226,0,71.16996114,0,0,7.765569081,7,0,0,0,0,0,9.772296277,1,0,12,52.1,4,13,702,607,7519,6545,0.8,0.292682927,0.0310375,0.666666667
2089910,1,16.02,5,20,0.5,4,10.1266711,0,0,2,36.58,0,8.356554845,99,11.28979441,18.28,0,0,3,0,2,13,10.72551156,94,0,0,0,95,0,7,1,1,0,9.561278894,0,1,10,98.5,3,7,667,617,8371,4809,0.24,0.075,0.035168333,0.315789474
2089936,1,9.93,6,28,0.5,4,10.85901823,0,1,3,28.43,0,7.323830566,30.9,11.04772628,24.02,0,2,3,1,4,3,10.32499004,84,1,1,6.597145702,72,3,0,4,1,0,9.983914802,2,1,8,13.8,2,10,722,662,15586,14064,0.096153846,0.079617834,0.032236,0.454545455
2089956,2,20,4,16,10,4,10.59665973,1,1,2,17.61,0,7.770223204,54.6,11.67300993,17.96,2,0,1,0,1,24,9.41930386,43,0,1,4.317488114,44,2,3,2,2,0,10.05873763,0,3,14,37.5,4,13,662,662,6910,3837,0.75,0.255623722,0.026494,0.333333333
2089995,1,10.42,6,27,10,4,10.2399955,0,0,2,35.73,0,11.16297075,35.4,11.49273296,23.42,0,1,2,1,3,1,10.11387003,100,1,1,7.523481313,77,3,9,8,2,0,9.771098364,1,1,17,33.9,8,11,752,727,4840,5298,0.178571429,0.051020408,0.032466,0.333333333
2090009,2,10.42,6,27,0.5,4,10.0008411,2,1,5,15.79,0,7.68017564,14.1,11.15689317,11.57,2,0,1,0,0,48,8.365206834,29,1,1,7.68017564,21,0,2,3,3,0,8.909775674,0,3,6,33.5,2,5,817,792,5267,8067,1.449373979,0.456141854,0.02145446,0.444444444
2090071,1,15.05,5,21,0.5,3,10.30129004,1,1,2,49.4,0,7.676009932,25.4,11.1172275,23.21,1,1,10,1,2,10,10.67941216,64,1,2,7.003065459,59,0,2,1,0,0,8.543250726,2,0,5,54.5,2,7,702,637,7366,3714,0.335908633,0.148544266,0.03469,0.705882353
2090086,2,12.62,5,24,5,4,11.81303746,0,0,2,12.84,1,9.878836189,81,12.23077014,15.96,0,0,4,0,0,27,12.16727464,92,0,0,8.494947582,86,1,0,1,4,0,10.16176656,0,1,12,73.9,6,7,672,667,5206,5206,0.148148148,0.097560976,0.0225595,0.35
2090095,2,30.17,2,7,10,4,11.3504183,0,0,1,37.36,0,10.50067434,88.4,11.65703447,35.09,0,1,3,1,5,7,11.33226653,50,1,1,9.186662245,77,1,2,0,2,0,10.64839667,0,0,6,0,5,2,667,587,5571,5571,0.294117647,0.216450216,0.032458,0.5
2090119,1,12.62,5,24,10,4,11.15626481,0,0,1,14.73,1,9.30982365,68.6,11.71994776,22.55,0,0,2,0,1,22,9.89812319,77,0,2,8.336390481,74,1,1,0,3,1,10.59755931,1,1,19,64.9,3,20,667,662,8220,7884,0.357142857,0.203252033,0.0335116,0.368421053
2090137,2,12.62,5,24,10,5,10.96821553,0,1,1,28.53,1,9.406482648,79,11.84940484,23.49,0,0,3,0,0,31,11.9629177,71.16996114,0,1,9.088172738,79,0,2,0,0,1,10.83628136,1,0,14,85.8,4,12,682,667,10288,7701,0.25862069,0.107142857,0.022559333,0.636363636
2090138,2,25.82,3,11,8,4,11.08215793,0,0,2,26.45,0,8.004365565,29.3,11.3504183,23.78,0,4,3,2,3,1,11.00088243,99,2,3,6.793466133,81,3,0,3,2,0,10.2791805,1,2,12,56.6,1,13,677,632,4475,2527,0.153846154,0.117647059,0.029834,0.6
2090183,1,18.06,4,18,0.5,5,7.601402335,0,0,2,380.72,0,10.33692444,76.6,11.4510607,38.72,0,0,0,0,0,84,0,71.16996114,0,1,9.747476811,77,0,0,0,2,0,11.05031841,3,4,11,92.7,6,9,732,687,4748,5571,3,0.063829787,0.036183333,0.277777778
2090188,1,7.35,7,31,0.5,5,10.30898599,2,1,8,8.6,0,8.984818996,31.5,11.00211651,12.24,2,0,0,0,0,70,0,71.16996114,0,0,8.883778861,32,0,0,0,0,0,9.828117246,1,0,9,52.4,0,13,707,677,4748,4656,0.183333333,0.091666667,0.031038182,0.363636364
2090272,1,13.59,5,23,3,3,10.43414521,2,0,5,22.84,0,9.084890521,80.2,10.82617776,26.88,2,0,3,0,1,24,9.767610554,69,0,1,8.42463921,72,1,0,0,0,0,9.13086417,0,0,5,29.6,3,3,687,662,1887,1645,0.147058824,0.09936407,0.03398,0.833333333
2090297,2,9.93,6,28,0.5,3,11.06665399,2,1,2,18.58,0,8.539737156,19.1,11.74006901,11.01,0,2,3,1,1,6,10.63185708,62,1,2,7.820037989,50,0,0,3,0,0,9.308917935,4,0,15,50.6,9,6,792,647,5145,1369,0.24375,0.124302789,0.021212821,0.4
2090332,1,11.99,6,25,2,4,9.680406499,1,0,0,93.1,0,8.840001066,59.5,11.61729449,13.42,1,2,6,2,3,3,10.97145161,78,1,4,8.595449689,73,2,0,0,4,0,8.840001066,0,4,6,54.1,2,13,697,662,5479,6606,0.625,0.09009009,0.03321,0.571428571
2090348,1,10.91,6,26,0.5,3,9.615872145,0,0,1,25.12,0,7.177018766,15.2,10.71443999,32.85,0,0,5,0,1,14,9.647239546,82,0,1,6.532334292,61,2,0,0,0,0,9.760540543,1,0,16,22.4,3,17,772,702,2284,3257,0.666666667,0.222222222,0.032697,1
2090377,2,7.97,7,30,0.5,4,11.15626481,1,0,3,9.91,0,11.17243316,12.5,12.30592251,5.91,1,0,0,0,0,85,0,71.16996114,0,1,7.974532844,13,0,1,2,9,0,10.39237427,0,2,5,30.3,1,3,772,752,5602,2465,0.357142857,0.113122172,0.0202624,0.571428571
2090395,1,19.03,4,17,0.5,4,11.00211651,2,1,7,28.86,0,9.3899917,42.3,11.86358938,16.67,2,1,2,1,1,11,10.26360656,70,2,4,6.908754779,57,0,8,3,1,0,9.882570304,1,0,9,71.9,1,11,702,642,5905,4263,0.166666667,0.070422535,0.036672,0.608695652
2090399,1,9.93,6,28,10,4,11.22525673,0,0,2,26.13,0,9.593014392,44.3,11.77529742,19.18,0,3,3,2,3,5,11.20966941,89,2,2,8.863049828,67,0,5,2,1,0,10.22430213,0,1,7,69.5,2,4,742,727,3926,2922,0.28,0.161538462,0.032234762,0.6875
2090496,1,20,4,16,0.5,3,10.46313191,1,1,6,18.59,0,8.098338846,36.5,11.08215793,20.35,2,1,1,1,1,5,10.10932216,97,0,2,6.677083461,81,3,0,1,1,0,8.650674583,1,0,4,103.6,2,5,717,597,3988,3898,0.114285714,0.061538462,0.037165,0.888888889
2090512,1,9.93,6,28,10,4,10.87806606,2,0,2,59.05,1,10.06870534,24.6,11.73607702,25.93,2,1,11,1,3,6,11.45727532,85,3,4,9.308192772,52,0,0,6,2,1,10.47725981,2,0,4,15,1,3,737,582,7336,4779,0.301886792,0.128,0.032234375,0.666666667
2090571,1,15.05,5,21,10,4,11.22525673,2,0,1,44.38,0,9.096387492,29.8,11.77981027,29.73,2,4,5,4,6,1,11.84032092,106,4,7,7.579167967,55,8,2,16,3,0,9.746482804,3,3,24,39.8,6,18,662,652,2830,5814,0.213333333,0.122522743,0.03469,0.580645161
2090593,1,16.02,5,20,0.5,4,10.89675784,2,0,2,21.62,0,8.272570608,95.5,11.58989577,17.91,2,1,2,2,4,2,9.845487608,65,0,1,7.522400231,69,0,0,0,0,0,9.39798109,0,0,13,76.7,4,17,692,677,3592,17777,0.166666667,0.083333333,0.035167778,0.6
2090607,2,13.59,5,23,10,4,11.67844838,0,0,2,11.33,0,8.089789176,70.9,12.5879313,16.41,0,0,1,0,0,32,9.655923227,71.16996114,0,0,7.676009932,71,0,0,1,1,0,11.01935019,0,0,23,81.4,10,16,717,652,7063,7063,0.338983051,0.136518771,0.02305625,0.285714286
2090610,1,12.62,5,24,0.5,3,9.89348772,0,1,2,24.55,0,6.352629396,28.7,10.58660965,13.03,0,0,1,0,2,18,9.604811939,84,0,2,5.765191103,79,2,1,0,0,0,6.908754779,0,0,4,40,1,3,757,637,10653,3623,0.267676768,0.133838384,0.033511321,0.6
2090714,1,10.42,6,27,2,4,10.59665973,0,0,1,36.36,0,8.577911926,84.3,11.77529742,14.45,0,0,2,0,1,23,10.65525735,58,0,0,7.777373603,63,2,2,0,1,0,9.753768704,0,3,10,76.8,2,8,667,647,2557,4322,0.45,0.138461538,0.032465,0.6
2090794,1,9.44,6,29,4,4,10.1266711,0,0,1,20.64,0,9.285262298,30.5,11.00211651,15.1,0,0,1,0,1,24,9.604137675,69,2,3,8.834628222,45,2,0,6,2,0,9.382527414,0,0,6,30.9,1,6,727,722,3348,1004,0.4,0.166666667,0.032005,0.7
2090812,2,14.08,5,22,10,4,11.73607702,0,1,1,32.99,0,11.35678614,76.9,12.57763965,22.59,0,1,6,1,1,10,10.56483442,35,1,3,10.51344332,50,1,11,2,4,0,11.9283277,0,4,18,90.3,8,19,707,702,7397,7397,0.2354,0.101465517,0.023309771,0.395348837
2090823,2,19.03,4,17,0.5,5,11.01219868,0,0,2,7.27,0,8.969160133,13.9,11.69864956,19.89,0,1,1,1,2,3,8.763740721,96,0,2,8.624252264,23,3,17,3,1,0,10.3659944,4,1,12,92.5,7,5,787,592,8250,2830,0.296990496,0.149491728,0.025957222,0.235294118
2090827,2,15.05,5,21,1,4,11.15626481,0,1,2,29.61,0,10.21829829,73.3,11.84940484,28.65,0,1,3,1,1,6,10.55830962,75,0,0,9.889135046,74,1,0,3,6,0,11.17153314,0,6,15,73.5,4,14,732,662,4809,6545,0.285714286,0.142857143,0.0238165,0.409090909
2090872,1,10.91,6,26,10,4,11.60824474,0,0,2,23.12,0,9.461876998,15.1,11.91839724,22.42,0,3,3,3,5,2,11.36712483,89,1,2,9.093918909,55,4,0,3,5,0,11.29140559,1,0,19,19.2,1,28,752,677,5359,4110,0.136363636,0.1,0.032696667,0.413043478
2090901,1,7.97,7,30,3,3,10.30898599,0,0,1,33.48,0,8.61667647,42.2,11.56172515,10.32,0,0,3,0,1,24,10.20144169,53,0,1,8.61667647,45,0,0,0,0,0,8.92651751,0,0,5,73.1,1,5,737,672,1918,2315,0.333333333,0.095238095,0.031323,1
2090941,1,13.59,5,23,0.5,4,11.15626481,0,0,2,26.38,0,9.693136823,45.5,11.71178452,34.18,0,0,4,0,0,58,8.408047744,17,2,2,9.104535313,53,1,0,1,4,0,11.69563028,1,4,11,87.6,0,8,757,707,5936,7063,0.335,0.192213115,0.033979104,0.684210526
2090947,1,20,4,16,0.5,4,10.64544871,0,0,5,31.04,0,9.546383945,76.5,11.99535779,25.84,0,0,1,0,0,25,10.42732811,71.16996114,0,0,8.534640105,77,0,3,1,3,0,11.58553446,0,4,12,94.9,2,11,707,687,6759,6971,0.233333333,0.060493827,0.037164286,0.5
2091112,1,23.88,3,13,0.5,4,11.69525536,0,0,2,18.44,0,8.114623886,27,12.23077014,16.14,0,1,4,2,4,2,11.26116379,89,1,3,7.722677516,78,0,3,3,1,0,10.0118037,1,7,26,48.7,12,19,662,672,3532,8067,0.233333333,0.136585366,0.03917,0.428571429
2091116,1,15.05,5,21,2,4,10.62135174,2,0,2,24.65,0,8.695674049,50.6,11.33858398,18.33,2,2,1,1,1,8,9.98118906,80,4,6,5.365976015,71,3,1,3,1,0,9.613001553,1,1,10,63.6,2,8,672,677,3623,3440,0.292682927,0.142857143,0.03469,0.777777778
2091286,2,9.44,6,29,6,4,11.60824474,2,0,5,15.54,0,9.253399861,27.7,12.03172521,10.75,2,0,3,1,2,8,11.37235219,78,0,0,8.577723691,49,2,6,0,5,0,9.271341394,0,5,21,19.1,13,14,737,697,9862,9862,0.363636364,0.238095238,0.02097275,0.384615385
2091304,1,13.59,5,23,7,5,11.77529742,0,0,2,30.52,0,11.75423894,86.5,12.31043717,26.9,0,0,2,0,0,30,9.922799864,66,1,3,10.12330558,83,0,1,0,6,0,11.93453291,3,0,19,67.1,2,34,692,632,10197,7305,0.030769231,0.018018018,0.03398,0.6
2091306,1,11.99,6,25,2,4,11.51293546,0,0,2,14.76,0,10.74112461,45.8,11.95118685,10.81,0,1,1,0,0,87,8.95001403,129,1,5,9.311090275,50,0,2,1,3,0,11.21664655,0,1,18,20.6,0,21,707,662,11992,2315,0.06,0.038709677,0.03321,0.636363636
2091314,1,5.32,7,34,0.5,5,10.20362918,2,1,6,23.87,0,10.33731333,0,11.09742517,13.96,2,0,1,0,0,30,9.145588495,51,0,0,0,25,0,2,0,0,0,6.285998095,1,0,3,89.3,1,3,742,612,19207,3592,0.222222222,0.090909091,0.030115,0.307692308
2091373,1,13.59,5,23,0.5,4,0,0,0,1,32.26145366,0,8.025843344,76.5,11.08215793,17.8,0,0,0,0,0,78,0,71.16996114,0,0,7.571473649,77,0,1,0,3,0,10.35631323,0,3,7,76.8,1,6,707,722,4444,4932,0,0.230769231,0.033979333,0.444444444
2091378,1,6.08,7,33,5,4,10.37352243,0,0,2,30.87,0,9.562756259,41.6,11.09742517,22.6,0,0,3,0,1,21,12.39383769,71.16996114,0,1,9.310185707,42,0,2,0,1,0,9.820540632,0,1,11,46.9,5,7,732,732,3957,4110,0.4375,0.212121212,0.030458571,0.611111111
2091407,2,15.05,5,21,7,4,11.60824474,2,0,2,15.8,1,9.612600349,46.9,12.25486757,12.01,2,1,2,0,0,25,9.856972299,48,3,4,8.629628621,48,0,1,6,1,1,10.70654239,0,1,20,77.4,3,17,702,677,3898,7366,0.290909091,0.152380952,0.02381625,0.588235294
2091423,1,6.08,7,33,1,4,11.28979441,0,0,1,20.64,0,8.911260255,31.3,11.84940484,12.8,0,1,3,0,1,19,9.932269354,36,1,2,6.963189986,34,3,10,4,5,0,9.626415659,0,2,8,31.3,1,11,717,652,7762,7701,0.25,0.142857143,0.0304585,0.294117647
2091522,1,13.59,5,23,2,3,10.64544871,2,0,2,11.94,0,5.370638028,11.9,11.21183389,31.08,2,1,1,0,1,23,9.864642769,72,1,2,5.370638028,68,2,0,2,0,0,9.205428328,1,0,7,37.6,4,11,752,672,1614,9223,0.357142857,0.202702703,0.033979333,0.375
2091524,1,24.85,3,12,6,4,10.55082637,1,0,1,43.5,0,9.259511416,64.8,11.35843306,23.36,1,1,3,1,3,5,10.31999151,80,2,5,8.659213451,76,2,0,5,0,0,10.00491535,1,3,8,56.5,2,5,662,622,6089,3318,0.785175879,0.35012371,0.039680667,0.588235294
2091534,2,21.45,4,15,10,4,10.30898599,1,1,2,59,0,6.601230119,7,11.00211651,32.2,1,1,4,2,7,1,10.8144843,84,1,3,6.601230119,72,7,1,1,1,0,9.910016194,0,1,10,23.8,4,12,712,702,4718,4718,0.474166667,0.237083333,0.027307557,0.282051282
2091556,2,19.03,4,17,0.5,5,10.1266711,1,1,2,30.92,0,9.193906066,35.3,11.3621142,34.19,1,1,1,1,1,12,8.224967479,75,2,4,7.177782416,41,1,0,1,1,0,10.78388164,0,0,19,74.1,4,19,707,617,9862,2649,1.12,0.325581395,0.025957143,0.75
2091570,2,28.72,2,9,1,5,11.22525673,2,1,3,24.84,0,11.52278668,50.9,12.18075997,24.78,2,5,1,1,2,2,11.15570752,71.16996114,5,5,11.23826491,51,1,2,5,1,0,11.12602693,1,0,19,51.1,3,22,672,692,3867,3867,0.464333333,0.178589744,0.031571859,0.689655172
2091584,2,30.75,2,5,10,3,10.66897865,2,1,1,35.92,0,9.621721281,76.2,11.26447693,20.92,2,3,2,1,2,6,9.712750686,46,2,4,8.903815212,57,2,0,0,0,0,9.738612909,0,0,4,54.9,1,3,682,692,2588,579,0.697674419,0.384615385,0.032815667,0.888888889
2091592,1,10.91,6,26,10,4,10.46313191,1,0,2,68.44,0,9.813015649,59.3,11.4616427,32.65,0,1,3,1,3,4,11.00469647,74,0,1,8.812694613,70,4,1,5,1,0,10.47616058,0,1,17,45.7,2,17,707,672,4110,3014,0.415,0.152894737,0.03269673,0.636363636
2091609,2,16.02,5,20,10,5,11.09742517,0,1,2,34.96,0,9.858437884,24.4,11.58059346,33.55,0,2,3,2,4,8,11.08486192,75,8,9,8.040124664,41,0,0,2,1,0,10.30192805,0,0,7,77.6,4,3,687,627,8097,3348,0.333333333,0.205607477,0.024329091,0.666666667
2091628,1,12.62,5,24,10,4,11.00211651,2,0,2,15.82,0,10.63118108,10.1,12.15478461,10.14,2,0,0,0,0,58,0,71.16996114,2,2,10.56560835,10,0,2,0,3,0,10.8997533,0,3,10,30.2,1,13,747,737,5418,7550,0.583333333,0.184210526,0.033511429,0.461538462
2091664,1,9.93,6,28,4,5,10.30898599,0,0,2,17.6,0,10.10920006,30,11.22525673,7.04,0,0,0,0,2,16,0,71.16996114,1,3,9.697324021,30,0,0,0,0,0,10.10920006,2,0,13,30.4,0,29,727,697,4718,4718,1.166666667,0.466666667,0.032234571,0.571428571
2091669,1,9.93,6,28,2,5,11.5228857,1,0,4,16.15,0,8.307212627,7.7,12.16525586,15.44,1,1,5,1,2,9,11.53543032,93,1,1,8.242229891,56,2,1,10,13,0,9.650593306,1,0,9,32.6,4,7,807,587,9345,3561,0.396039604,0.208333333,0.0322345,0.545454545
2091716,1,13.59,5,23,10,4,10.64544871,0,1,3,45.6,0,9.14665482,57.9,11.33858398,23.8,0,0,3,1,1,9,10.85003587,70,0,3,8.633731008,68,0,0,1,0,0,9.342595951,0,0,3,92.3,1,3,687,657,4018,4018,0.476190476,0.238095238,0.033979,0.466666667
2091717,2,16.02,5,20,0.5,3,10.91510665,0,1,2,27.54,0,10.37199006,82.8,12.01370681,13.35,0,0,1,0,0,44,9.102309628,42,0,0,8.906257878,68,0,4,0,0,0,10.48231756,0,1,5,38,1,18,717,647,4383,6058,0.363636364,0.121212121,0.024329,0.615384615
2091725,1,16.02,5,20,10,4,10.81979828,0,0,2,20.04,0,10.21478849,60.5,11.51293546,13.57,0,2,1,0,0,123,7.25629724,71.16996114,2,2,0,61,1,5,6,0,0,10.32282269,0,0,7,51.2,2,8,677,667,10258,8889,0.7,0.35,0.035167143,0.571428571
2091746,1,16.02,5,20,0.5,4,11.47211389,1,0,2,37.11,0,10.51888938,91.2,12.11176746,22.82,2,0,1,1,4,10,12.8962755,71.16996114,0,2,9.963923921,91,0,0,1,0,0,10.54463066,0,1,9,81.3,4,4,692,692,4475,3714,0.15625,0.082417582,0.035167333,0.461538462
2091772,1,19.03,4,17,0.5,3,9.952325335,2,1,2,24.51,1,6.021023349,19.6,11.61729449,5.46,2,1,1,0,0,39,8.946505026,55,2,2,5.739792912,50,0,0,1,0,1,7.317212408,1,0,6,28.8,1,7,677,672,4567,8067,0.367857143,0.069594595,0.036671845,0.5
2091778,2,21.45,4,15,6,4,10.7472291,1,0,2,40.91,0,9.575538887,20.2,11.3794055,33.51,2,4,3,1,4,5,10.53953514,83,4,6,8.931551967,45,2,2,12,0,0,11.10391909,1,0,15,32.1,2,17,722,717,3592,8097,0.537634409,0.285714286,0.0273072,0.473684211
2091801,2,20,4,16,0.5,3,10.55583878,2,1,2,23.06,0,9.262458326,72.6,11.53038221,11.38,2,0,3,0,0,26,9.586445325,71,0,4,8.489821995,72,1,0,1,0,0,9.51281253,2,0,3,17.9,1,10,677,597,1341,5479,0.260416667,0.09827044,0.026494,1
2091839,1,12.62,5,24,0.5,3,10.64544871,2,0,2,20.43,1,8.356085031,28.9,11.70355409,8.95,2,1,2,1,3,4,10.67426685,60,1,2,8.356085031,37,1,4,7,0,1,9.39731774,0,1,5,73,0,8,697,652,4171,4171,0.357142857,0.123966942,0.033511333,0.388888889
2091856,1,10.42,6,27,10,4,11.19859437,2,0,2,28.56,0,9.063578991,52.6,11.63344006,19.44,2,0,4,0,0,25,10.08759917,26,1,2,7.482681828,32,0,5,0,0,0,9.592195614,0,0,10,54.2,1,16,732,667,6393,6332,0.308106403,0.199456203,0.032464889,0.4
2091865,1,13.59,5,23,0.5,4,10.12556494,1,1,2,54.45,0,10.1180746,53.4,11.15034799,34.29,1,0,1,1,1,12,9.7562049,85,0,2,8.799058379,63,0,1,0,1,0,10.87384972,0,2,11,64.3,2,26,702,657,6301,8281,0.768850041,0.275913446,0.033979167,0.32
2091875,2,18.06,4,18,9,4,10.80873756,1,1,2,39.73,1,9.124673545,68,11.207093,30.27,1,0,5,0,4,17,10.52040143,64,2,4,8.000014094,65,4,3,8,3,1,10.22785106,0,1,12,57.1,4,12,667,657,9070,9070,0.517694641,0.347589952,0.025426172,0.464285714
2091896,1,14.08,5,22,0.5,4,9.655090294,2,0,2,21.77,0,8.90666441,50.2,11.44036552,5.05,2,1,1,0,1,19,7.674152921,56,1,3,8.103191752,51,0,2,2,0,0,9.375685305,0,0,4,64.1,1,7,662,612,2680,4475,0.512820513,0.086021505,0.0342175,0.727272727
2091949,1,7.35,7,31,0.5,4,8.160803921,1,0,2,446.05,0,8.305978211,20.2,10.90104486,33.5,1,0,3,0,2,13,10.66876933,76,0,0,7.746300662,62,0,0,0,1,0,9.063578991,0,5,13,17.9,4,16,702,722,5936,5936,1.714285714,0.110635787,0.031038333,0.303030303
